MAC,FABRICANTE
64-F2-42   ,Gerdes Aktiengesellschaft
64F242     ,Gerdes Aktiengesellschaft
60-F2-81   ,"TRANWO TECHNOLOGY CO., LTD."
60F281     ,"TRANWO TECHNOLOGY CO., LTD."
B0-E8-92   ,SEIKO EPSON CORPORATION
B0E892     ,SEIKO EPSON CORPORATION
64-24-00   ,Xorcom Ltd.
642400,Xorcom Ltd.
4C-AA-16   ,AzureWave Technologies (Shanghai) Inc.
4CAA16     ,AzureWave Technologies (Shanghai) Inc.
1C-6B-CA   ,"Mitsunami Co., Ltd."
1C6BCA     ,"Mitsunami Co., Ltd."
08-37-9C   ,Topaz Co. LTD.
08379C     ,Topaz Co. LTD.
E8-3E-FB   ,GEODESIC LTD.
E83EFB     ,GEODESIC LTD.
40-16-FA   ,EKM Metering
4016FA     ,EKM Metering
3C-36-3D   ,Nokia Corporation
3C363D     ,Nokia Corporation
BC-02-00   ,Stewart Audio
BC0200     ,Stewart Audio
1C-97-3D   ,PRICOM Design
1C973D     ,PRICOM Design
80-18-A7   ,"Samsung Eletronics Co., Ltd"
8018A7     ,"Samsung Eletronics Co., Ltd"
F0-07-86   ,"Shandong Bittel Electronics Co., Ltd"
F00786     ,"Shandong Bittel Electronics Co., Ltd"
88-5C-47   ,Alcatel Lucent
885C47     ,Alcatel Lucent
E0-F9-BE   ,Cloudena Corp.
E0F9BE     ,Cloudena Corp.
3C-C1-F6   ,Melange Systems Pvt. Ltd.
3CC1F6     ,Melange Systems Pvt. Ltd.
54-E6-3F   ,"ShenZhen LingKeWeiEr Technology Co., Ltd."
54E63F     ,"ShenZhen LingKeWeiEr Technology Co., Ltd."
00-6B-9E   ,VIZIO Inc
006B9E     ,VIZIO Inc
F8-8C-1C   ,"KAISHUN ELECTRONIC TECHNOLOGY CO., LTD. BEIJING"
F88C1C     ,"KAISHUN ELECTRONIC TECHNOLOGY CO., LTD. BEIJING"
94-01-49   ,AutoHotBox
940149,AutoHotBox
C0-35-BD   ,Velocytech Aps
C035BD     ,Velocytech Aps
F8-97-CF   ,"DAESHIN-INFORMATION TECHNOLOGY CO., LTD."
F897CF     ,"DAESHIN-INFORMATION TECHNOLOGY CO., LTD."
38-3F-10   ,DBL Technology Ltd.
383F10     ,DBL Technology Ltd.
8C-68-78   ,Nortek-AS
8C6878     ,Nortek-AS
80-16-B7   ,Brunel University
8016B7     ,Brunel University
9C-61-1D   ,"Omni-ID USA, Inc."
9C611D     ,"Omni-ID USA, Inc."
78-BE-BD   ,STULZ GmbH
78BEBD     ,STULZ GmbH
3C-91-74   ,ALONG COMMUNICATION TECHNOLOGY
3C9174     ,ALONG COMMUNICATION TECHNOLOGY
B8-E9-37   ,"Sonos, Inc."
B8E937     ,"Sonos, Inc."
E8-D0-FA   ,MKS Instruments Deutschland GmbH
E8D0FA     ,MKS Instruments Deutschland GmbH
98-26-2A   ,"Applied Research Associates, Inc"
98262A     ,"Applied Research Associates, Inc"
B0-D2-F5   ,"Vello Systems, Inc."
B0D2F5     ,"Vello Systems, Inc."
C8-9F-42   ,VDII Innovation AB
C89F42     ,VDII Innovation AB
A4-18-75   ,"Cisco Systems, Inc"
A41875     ,"Cisco Systems, Inc"
64-0E-94   ,"Pluribus Networks, Inc."
"6,40000000000000E+96","Pluribus Networks, Inc."
6C-E9-83   ,"Gastron Co., LTD."
6CE983     ,"Gastron Co., LTD."
0C-B4-EF   ,"Digience Co.,Ltd."
0CB4EF     ,"Digience Co.,Ltd."
D0-DB-32   ,Nokia Corporation
D0DB32     ,Nokia Corporation
60-90-84   ,DSSD Inc
609084,DSSD Inc
A4-E7-31   ,Nokia Corporation
A4E731     ,Nokia Corporation
08-08-EA   ,AMSC
0808EA     ,AMSC
C0-5E-79   ,"SHENZHEN HUAXUN ARK TECHNOLOGIES CO.,LTD"
C05E79     ,"SHENZHEN HUAXUN ARK TECHNOLOGIES CO.,LTD"
A4-93-4C   ,"Cisco Systems, Inc"
A4934C     ,"Cisco Systems, Inc"
E8-54-84   ,"NEO Information Systems Co., Ltd."
E85484     ,"NEO Information Systems Co., Ltd."
20-64-32   ,"SAMSUNG ELECTRO MECHANICS CO.,LTD."
206432,"SAMSUNG ELECTRO MECHANICS CO.,LTD."
74-AE-76   ,"iNovo Broadband, Inc."
74AE76     ,"iNovo Broadband, Inc."
60-B9-33   ,Deutron Electronics Corp.
60B933     ,Deutron Electronics Corp.
38-EE-9D   ,Anedo Ltd.
38EE9D     ,Anedo Ltd.
80-CE-B1   ,Theissen Training Systems GmbH
80CEB1     ,Theissen Training Systems GmbH
3C-38-88   ,"ConnectQuest, llc"
3C3888     ,"ConnectQuest, llc"
08-BE-09   ,Astrol Electronic AG
08BE09     ,Astrol Electronic AG
D8-B8-F6   ,Nantworks
D8B8F6     ,Nantworks
60-44-F5   ,Easy Digital Ltd.
6044F5     ,Easy Digital Ltd.
AC-51-EE   ,Cambridge Communication Systems Ltd
AC51EE     ,Cambridge Communication Systems Ltd
00-AA-70   ,LG Electronics
00AA70     ,LG Electronics
10-E4-AF   ,"APR, LLC"
10E4AF     ,"APR, LLC"
E0-30-05   ,"Alcatel-Lucent Shanghai Bell Co., Ltd"
E03005     ,"Alcatel-Lucent Shanghai Bell Co., Ltd"
B0-BD-6D   ,Echostreams Innovative Solutions
B0BD6D     ,Echostreams Innovative Solutions
F0-D1-4F   ,LINEAR LLC
F0D14F     ,LINEAR LLC
AC-3D-75   ,"HANGZHOU ZHIWAY TECHNOLOGIES CO.,LTD."
AC3D75     ,"HANGZHOU ZHIWAY TECHNOLOGIES CO.,LTD."
C0-18-85   ,"Hon Hai Precision Ind. Co.,Ltd."
C01885     ,"Hon Hai Precision Ind. Co.,Ltd."
14-1A-51   ,Treetech Sistemas Digitais
141A51     ,Treetech Sistemas Digitais
84-57-87   ,"DVR C&C Co., Ltd."
845787,"DVR C&C Co., Ltd."
F4-36-E1   ,Abilis Systems SARL
F436E1     ,Abilis Systems SARL
58-7F-C8   ,S2M
587FC8     ,S2M
C4-98-05   ,"Minieum Networks, Inc"
C49805     ,"Minieum Networks, Inc"
90-F4-C1   ,Rand McNally
90F4C1     ,Rand McNally
18-19-3F   ,Tamtron Oy
18193F     ,Tamtron Oy
F8-F7-FF   ,SYN-TECH SYSTEMS INC
F8F7FF     ,SYN-TECH SYSTEMS INC
F4-73-CA   ,Conversion Sound Inc.
F473CA     ,Conversion Sound Inc.
00-E8-AB   ,"Meggitt Training Systems, Inc."
00E8AB     ,"Meggitt Training Systems, Inc."
18-42-1D   ,Private
18421D     ,Private
78-61-7C   ,"MITSUMI ELECTRIC CO.,LTD "
78617C     ,"MITSUMI ELECTRIC CO.,LTD "
C4-01-B1   ,SeekTech INC
C401B1     ,SeekTech INC
1C-5F-FF   ,"Beijing Ereneben Information Technology Co.,Ltd Shenzhen Branch"
1C5FFF     ,"Beijing Ereneben Information Technology Co.,Ltd Shenzhen Branch"
C0-C9-46   ,MITSUYA LABORATORIES INC.
C0C946     ,MITSUYA LABORATORIES INC.
AC-C2-EC   ,CLT INT'L IND. CORP.
ACC2EC     ,CLT INT'L IND. CORP.
70-2F-4B   ,PolyVision Inc.
702F4B     ,PolyVision Inc.
74-14-89   ,SRT Wireless
741489,SRT Wireless
94-CA-0F   ,Honeywell Analytics
94CA0F     ,Honeywell Analytics
84-8D-84   ,Rajant Corporation
848D84     ,Rajant Corporation
D8-33-7F   ,"Office FA.com Co.,Ltd."
D8337F     ,"Office FA.com Co.,Ltd."
7C-EF-8A   ,Inhon International Ltd.
7CEF8A     ,Inhon International Ltd.
84-AF-1F   ,"Beat System Service Co,. Ltd."
84AF1F     ,"Beat System Service Co,. Ltd."
10-0D-2F   ,Online Security Pty. Ltd.
100D2F     ,Online Security Pty. Ltd.
40-8B-07   ,"Actiontec Electronics, Inc"
408B07     ,"Actiontec Electronics, Inc"
98-02-84   ,Theobroma Systems GmbH
980284,Theobroma Systems GmbH
E0-3C-5B   ,"SHENZHEN JIAXINJIE ELECTRON CO.,LTD"
E03C5B     ,"SHENZHEN JIAXINJIE ELECTRON CO.,LTD"
64-55-63   ,Intelight Inc.
645563,Intelight Inc.
C4-67-B5   ,Libratone A/S
C467B5     ,Libratone A/S
A4-EF-52   ,"Telewave Co., Ltd."
A4EF52     ,"Telewave Co., Ltd."
F4-04-4C   ,ValenceTech Limited
F4044C     ,ValenceTech Limited
1C-BB-A8   ,OJSC Ufimskiy Zavod Promsvyaz
1CBBA8     ,OJSC Ufimskiy Zavod Promsvyaz
50-60-28   ,Xirrus Inc.
506028,Xirrus Inc.
24-B6-57   ,"Cisco Systems, Inc"
24B657     ,"Cisco Systems, Inc"
94-0B-2D   ,"NetView Technologies(Shenzhen) Co., Ltd"
940B2D     ,"NetView Technologies(Shenzhen) Co., Ltd"
30-6E-5C   ,Validus Technologies
306E5C     ,Validus Technologies
E8-43-B6   ,"QNAP Systems, Inc."
E843B6     ,"QNAP Systems, Inc."
5C-C9-D3   ,PALLADIUM ENERGY ELETRONICA DA AMAZONIA LTDA
5CC9D3     ,PALLADIUM ENERGY ELETRONICA DA AMAZONIA LTDA
40-7B-1B   ,Mettle Networks Inc.
407B1B     ,Mettle Networks Inc.
64-E1-61   ,DEP Corp.
"6,40000000000000E+162",DEP Corp.
C8-A6-20   ,"Nebula, Inc"
C8A620     ,"Nebula, Inc"
98-90-80   ,Linkpower Network System Inc Ltd.
989080,Linkpower Network System Inc Ltd.
00-64-A6   ,Maquet CardioVascular
0064A6     ,Maquet CardioVascular
3C-4E-47   ,Etronic A/S
3C4E47     ,Etronic A/S
C8-F9-F9   ,"Cisco Systems, Inc"
C8F9F9     ,"Cisco Systems, Inc"
F0-F7-55   ,"Cisco Systems, Inc"
F0F755     ,"Cisco Systems, Inc"
10-F9-6F   ,LG Electronics
10F96F     ,LG Electronics
B0-1C-91   ,Elim Co
B01C91     ,Elim Co
EC-A8-6B   ,"ELITEGROUP COMPUTER SYSTEMS CO., LTD."
ECA86B     ,"ELITEGROUP COMPUTER SYSTEMS CO., LTD."
0C-A2-F4   ,Chameleon Technology (UK) Limited
0CA2F4     ,Chameleon Technology (UK) Limited
84-6A-ED   ,"Wireless Tsukamoto.,co.LTD"
846AED     ,"Wireless Tsukamoto.,co.LTD"
D8-E9-52   ,KEOPSYS
D8E952     ,KEOPSYS
3C-B9-A6   ,Belden Deutschland GmbH
3CB9A6     ,Belden Deutschland GmbH
34-40-B5   ,IBM
3440B5     ,IBM
90-D7-4F   ,Bookeen
90D74F     ,Bookeen
90-56-82   ,Lenbrook Industries Limited
905682,Lenbrook Industries Limited
CC-6D-EF   ,TJK Tietolaite Oy
CC6DEF     ,TJK Tietolaite Oy
3C-E6-24   ,LG Display 
3CE624     ,LG Display 
D8-F0-F2   ,Zeebo Inc
D8F0F2     ,Zeebo Inc
B0-CF-4D   ,MI-Zone Technology Ireland
B0CF4D     ,MI-Zone Technology Ireland
BC-B1-F3   ,Samsung Electronics
BCB1F3     ,Samsung Electronics
14-36-05   ,Nokia Corporation
143605,Nokia Corporation
B8-74-24   ,Viessmann Elektronik GmbH
B87424     ,Viessmann Elektronik GmbH
C8-1A-FE   ,DLOGIC GmbH
C81AFE     ,DLOGIC GmbH
9C-53-CD   ,ENGICAM s.r.l.
9C53CD     ,ENGICAM s.r.l.
DC-C1-01   ,"SOLiD Technologies, Inc."
DCC101     ,"SOLiD Technologies, Inc."
AC-6F-BB   ,TATUNG Technology Inc.
AC6FBB     ,TATUNG Technology Inc.
18-03-FA   ,IBT Interfaces
1803FA     ,IBT Interfaces
60-86-45   ,"Avery Weigh-Tronix, LLC"
608645,"Avery Weigh-Tronix, LLC"
54-1D-FB   ,Freestyle Energy Ltd
541DFB     ,Freestyle Energy Ltd
9C-F6-7D   ,"Ricardo Prague, s.r.o."
9CF67D     ,"Ricardo Prague, s.r.o."
A0-E2-01   ,AVTrace Ltd.(China)
A0E201     ,AVTrace Ltd.(China)
38-EC-E4   ,Samsung Electronics
38ECE4     ,Samsung Electronics
04-EE-91   ,x-fabric GmbH
04EE91     ,x-fabric GmbH
18-38-25   ,"Wuhan Lingjiu High-tech Co.,Ltd."
183825,"Wuhan Lingjiu High-tech Co.,Ltd."
54-04-A6   ,ASUSTek COMPUTER INC.
5404A6     ,ASUSTek COMPUTER INC.
F8-33-76   ,"Good Mind Innovation Co., Ltd."
F83376     ,"Good Mind Innovation Co., Ltd."
C4-60-44   ,Everex Electronics Limited
C46044     ,Everex Electronics Limited
64-54-22   ,Equinox Payments
645422,Equinox Payments
D4-12-BB   ,Quadrant Components Inc. Ltd
D412BB     ,Quadrant Components Inc. Ltd
40-E7-93   ,"Shenzhen Siviton Technology Co.,Ltd"
"1,79769313486232E+308","Shenzhen Siviton Technology Co.,Ltd"
2C-67-FB   ,"ShenZhen Zhengjili Electronics Co., LTD"
2C67FB     ,"ShenZhen Zhengjili Electronics Co., LTD"
D8-97-60   ,"C2 Development, Inc."
D89760     ,"C2 Development, Inc."
1C-B1-7F   ,"NEC Platforms, Ltd."
1CB17F     ,"NEC Platforms, Ltd."
94-2E-17   ,Schneider Electric Canada Inc
"9,42000000000000E+19",Schneider Electric Canada Inc
B8-96-74   ,AllDSP GmbH & Co. KG
B89674     ,AllDSP GmbH & Co. KG
6C-A6-82   ,EDAM information & communications
6CA682     ,EDAM information & communications
48-A2-2D   ,"Shenzhen Huaxuchang Telecom Technology Co.,Ltd"
48A22D     ,"Shenzhen Huaxuchang Telecom Technology Co.,Ltd"
50-ED-94   ,EGATEL SL
50ED94     ,EGATEL SL
B8-74-47   ,Convergence Technologies
B87447     ,Convergence Technologies
70-A6-6A   ,Prox Dynamics AS
70A66A     ,Prox Dynamics AS
DC-17-5A   ,Hitachi High-Technologies Corporation
DC175A     ,Hitachi High-Technologies Corporation
90-34-FC   ,"Hon Hai Precision Ind. Co.,Ltd."
9034FC     ,"Hon Hai Precision Ind. Co.,Ltd."
5C-07-6F   ,Thought Creator
5C076F     ,Thought Creator
3C-0F-C1   ,KBC Networks
3C0FC1     ,KBC Networks
58-E6-36   ,EVRsafe Technologies
"1,79769313486232E+308",EVRsafe Technologies
90-D1-1B   ,Palomar Medical Technologies
90D11B     ,Palomar Medical Technologies
CC-60-BB   ,Empower RF Systems
CC60BB     ,Empower RF Systems
24-49-7B   ,Innovative Converged Devices Inc
24497B     ,Innovative Converged Devices Inc
EC-BD-09   ,FUSION Electronics Ltd
ECBD09     ,FUSION Electronics Ltd
54-84-7B   ,Digital Devices GmbH
54847B     ,Digital Devices GmbH
70-5C-AD   ,Konami Gaming Inc
705CAD     ,Konami Gaming Inc
78-89-73   ,CMC
788973,CMC
DC-CE-41   ,FE GLOBAL HONG KONG LIMITED
DCCE41     ,FE GLOBAL HONG KONG LIMITED
4C-77-4F   ,Embedded Wireless Labs 
4C774F     ,Embedded Wireless Labs 
20-37-06   ,"Cisco Systems, Inc"
203706,"Cisco Systems, Inc"
7C-4C-58   ,"Scale Computing, Inc."
7C4C58     ,"Scale Computing, Inc."
FC-C2-3D   ,Atmel Corporation
FCC23D     ,Atmel Corporation
7C-1E-52   ,Microsoft
7C1E52     ,Microsoft
DC-B4-C4   ,Microsoft XCG
DCB4C4     ,Microsoft XCG
74-FD-A0   ,Compupal (Group) Corporation 
74FDA0     ,Compupal (Group) Corporation 
C0-29-F3   ,XySystem
C029F3     ,XySystem
48-F3-17   ,Private
48F317     ,Private
B0-7D-62   ,Dipl.-Ing. H. Horstmann GmbH
B07D62     ,Dipl.-Ing. H. Horstmann GmbH
68-97-4B   ,Shenzhen Costar Electronics Co. Ltd.
68974B     ,Shenzhen Costar Electronics Co. Ltd.
B8-BB-6D   ,"ENERES Co.,Ltd."
B8BB6D     ,"ENERES Co.,Ltd."
64-5D-D7   ,"Shenzhen Lifesense Medical Electronics Co., Ltd.    "
645DD7     ,"Shenzhen Lifesense Medical Electronics Co., Ltd.    "
D4-5A-B2   ,Galleon Systems
D45AB2     ,Galleon Systems
C4-01-42   ,MaxMedia Technology Limited
C40142     ,MaxMedia Technology Limited
A0-6E-50   ,Nanotek Elektronik Sistemler Ltd. Sti.
A06E50     ,Nanotek Elektronik Sistemler Ltd. Sti.
18-2C-91   ,"Concept Development, Inc."
182C91     ,"Concept Development, Inc."
EC-46-70   ,Meinberg Funkuhren GmbH & Co. KG
EC4670     ,Meinberg Funkuhren GmbH & Co. KG
B4-0B-7A   ,Brusa Elektronik AG
B40B7A     ,Brusa Elektronik AG
BC-76-4E   ,"Rackspace US, Inc."
BC764E     ,"Rackspace US, Inc."
C4-EE-AE   ,VSS Monitoring
C4EEAE     ,VSS Monitoring
24-37-EF   ,EMC Electronic Media Communication SA
2437EF     ,EMC Electronic Media Communication SA
CC-F9-E8   ,"Samsung Electronics Co.,Ltd"
CCF9E8     ,"Samsung Electronics Co.,Ltd"
D4-F6-3F   ,IEA S.R.L.
D4F63F     ,IEA S.R.L.
4C-02-89   ,"LEX COMPUTECH CO., LTD"
4C0289     ,"LEX COMPUTECH CO., LTD"
C0-E5-4E   ,DENX Computer Systems GmbH
C0E54E     ,DENX Computer Systems GmbH
38-60-77   ,PEGATRON CORPORATION
386077,PEGATRON CORPORATION
E4-35-FB   ,Sabre Technology (Hull) Ltd
E435FB     ,Sabre Technology (Hull) Ltd
14-63-08   ,JABIL CIRCUIT (SHANGHAI) LTD.
146308,JABIL CIRCUIT (SHANGHAI) LTD.
28-BE-9B   ,Technicolor USA Inc.
28BE9B     ,Technicolor USA Inc.
F0-1C-13   ,LG Electronics
F01C13     ,LG Electronics
00-CD-90   ,MAS Elektronik AG
00CD90     ,MAS Elektronik AG
A8-BD-1A   ,Honey Bee (Hong Kong) Limited
A8BD1A     ,Honey Bee (Hong Kong) Limited
AC-CC-8E   ,Axis Communications AB
ACCC8E     ,Axis Communications AB
18-7C-81   ,Valeo Vision Systems
187C81     ,Valeo Vision Systems
DC-1E-A3   ,Accensus LLC
DC1EA3     ,Accensus LLC
A4-01-30   ,"ABIsystems Co., LTD"
A40130     ,"ABIsystems Co., LTD"
68-F1-25   ,Data Controls Inc.
68F125     ,Data Controls Inc.
70-6F-81   ,Private
706F81     ,Private
9C-DF-03   ,Harman/Becker Automotive Systems GmbH
9CDF03     ,Harman/Becker Automotive Systems GmbH
30-E4-DB   ,"Cisco Systems, Inc"
30E4DB     ,"Cisco Systems, Inc"
74-2B-0F   ,Infinidat Ltd.
742B0F     ,Infinidat Ltd.
28-0C-B8   ,Mikrosay Yazilim ve Elektronik A.S.
280CB8     ,Mikrosay Yazilim ve Elektronik A.S.
A0-6C-EC   ,RIM
A06CEC     ,RIM
44-3E-B2   ,"DEOTRON Co., LTD."
443EB2     ,"DEOTRON Co., LTD."
8C-B8-2C   ,IPitomy Communications
8CB82C     ,IPitomy Communications
80-7D-E3   ,Chongqing Sichuan Instrument Microcircuit Co.LTD.
807DE3     ,Chongqing Sichuan Instrument Microcircuit Co.LTD.
1C-8E-8E   ,"DB Communication & Systems Co., ltd."
1C8E8E     ,"DB Communication & Systems Co., ltd."
F0-02-2B   ,Chrontel
F0022B     ,Chrontel
00-7F-28   ,"Actiontec Electronics, Inc"
007F28     ,"Actiontec Electronics, Inc"
0C-92-4E   ,Rice Lake Weighing Systems
0C924E     ,Rice Lake Weighing Systems
40-04-0C   ,A&T
40040C     ,A&T
A0-16-5C   ,Triteka LTD
A0165C     ,Triteka LTD
90-B9-7D   ,Johnson Outdoors Marine Electronics d/b/a Minnkota
90B97D     ,Johnson Outdoors Marine Electronics d/b/a Minnkota
88-21-E3   ,"Nebusens, S.L."
8821000,"Nebusens, S.L."
B0-F1-BC   ,Dhemax Ingenieros Ltda
B0F1BC     ,Dhemax Ingenieros Ltda
3C-09-6D   ,Powerhouse Dynamics
3C096D     ,Powerhouse Dynamics
CC-50-1C   ,"KVH Industries, Inc."
CC501C     ,"KVH Industries, Inc."
AC-6F-D9   ,Valueplus Inc.
AC6FD9     ,Valueplus Inc.
A4-E3-91   ,DENY FONTAINE
A4E391     ,DENY FONTAINE
04-A8-2A   ,Nokia Corporation
04A82A     ,Nokia Corporation
48-D8-FE   ,"ClarIDy Solutions, Inc."
48D8FE     ,"ClarIDy Solutions, Inc."
70-B2-65   ,Hiltron s.r.l.
70B265     ,Hiltron s.r.l.
84-D9-C8   ,"Unipattern Co.,"
84D9C8     ,"Unipattern Co.,"
1C-95-5D   ,I-LAX ELECTRONICS INC.
1C955D     ,I-LAX ELECTRONICS INC.
94-AA-B8   ,Joview(Beijing) Technology Co. Ltd.
94AAB8     ,Joview(Beijing) Technology Co. Ltd.
18-B3-BA   ,Netlogic AB
18B3BA     ,Netlogic AB
F4-3E-9D   ,"Benu Networks, Inc."
F43E9D     ,"Benu Networks, Inc."
64-69-BC   ,"Hytera Communications Co .,ltd"
6469BC     ,"Hytera Communications Co .,ltd"
64-09-4C   ,"Beijing Superbee Wireless Technology Co.,Ltd"
64094C     ,"Beijing Superbee Wireless Technology Co.,Ltd"
F0-AE-51   ,Xi3 Corp
F0AE51     ,Xi3 Corp
78-2E-EF   ,Nokia Corporation
782EEF     ,Nokia Corporation
78-51-0C   ,LiveU Ltd.
78510C     ,LiveU Ltd.
30-61-18   ,Paradom Inc.
306118,Paradom Inc.
C8-45-29   ,"IMK Networks Co.,Ltd"
C84529     ,"IMK Networks Co.,Ltd"
A8-8C-EE   ,MicroMade Galka i Drozdz sp.j.
A88CEE     ,MicroMade Galka i Drozdz sp.j.
20-40-05   ,feno GmbH
204005,feno GmbH
CC-52-AF   ,"Universal Global Scientific Industrial Co., Ltd."
CC52AF     ,"Universal Global Scientific Industrial Co., Ltd."
6C-81-FE   ,Mitsuba Corporation
6C81FE     ,Mitsuba Corporation
E8-F9-28   ,RFTECH SRL
E8F928     ,RFTECH SRL
70-3A-D8   ,"Shenzhen Afoundry Electronic Co., Ltd"
703AD8     ,"Shenzhen Afoundry Electronic Co., Ltd"
4C-98-EF   ,Zeo
4C98EF     ,Zeo
DC-A6-BD   ,"Beijing Lanbo Technology Co., Ltd."
DCA6BD     ,"Beijing Lanbo Technology Co., Ltd."
D0-66-7B   ,"Samsung Electronics Co., LTD"
D0667B     ,"Samsung Electronics Co., LTD"
58-E8-08   ,AUTONICS CORPORATION
"1,79769313486232E+308",AUTONICS CORPORATION
B8-C7-16   ,"Fiberhome Telecommunication Technologies Co.,LTD"
B8C716     ,"Fiberhome Telecommunication Technologies Co.,LTD"
80-58-C5   ,NovaTec Kommunikationstechnik GmbH
8058C5     ,NovaTec Kommunikationstechnik GmbH
C0-EA-E4   ,Sonicwall
C0EAE4     ,Sonicwall
F8-A9-DE   ,PUISSANCE PLUS
F8A9DE     ,PUISSANCE PLUS
D4-F0-27   ,Navetas Energy Management
D4F027     ,Navetas Energy Management
5C-0C-BB   ,CELIZION Inc.
5C0CBB     ,CELIZION Inc.
B8-87-1E   ,"Good Mind Industries Co., Ltd."
B8871E     ,"Good Mind Industries Co., Ltd."
F8-EA-0A   ,Dipl.-Math. Michael Rauch
F8EA0A     ,Dipl.-Math. Michael Rauch
BC-5F-F4   ,ASRock Incorporation
BC5FF4     ,ASRock Incorporation
A4-B3-6A   ,JSC SDO Chromatec
A4B36A     ,JSC SDO Chromatec
90-5F-8D   ,modas GmbH
905F8D     ,modas GmbH
E0-C9-22   ,"Jireh Energy Tech., Ltd."
E0C922     ,"Jireh Energy Tech., Ltd."
28-40-1A   ,"C8 MediSensors, Inc."
28401A     ,"C8 MediSensors, Inc."
DC-3C-84   ,"Ticom Geomatics, Inc."
DC3C84     ,"Ticom Geomatics, Inc."
E8-CC-32   ,Micronet  LTD
E8CC32     ,Micronet  LTD
9C-6A-BE   ,QEES ApS.
9C6ABE     ,QEES ApS.
34-29-EA   ,MCD ELECTRONICS SP. Z O.O.
3429EA     ,MCD ELECTRONICS SP. Z O.O.
D4-3A-E9   ,"DONGGUAN ipt INDUSTRIAL CO., LTD"
D43AE9     ,"DONGGUAN ipt INDUSTRIAL CO., LTD"
AC-C9-35   ,Ness Corporation
ACC935     ,Ness Corporation
7C-4A-82   ,Portsmith LLC
7C4A82     ,Portsmith LLC
2C-00-33   ,"EControls, LLC"
2C0033     ,"EControls, LLC"
E0-F2-11   ,Digitalwatt
E0F211     ,Digitalwatt
04-32-F4   ,Partron
0432F4     ,Partron
AC-19-9F   ,"SUNGROW POWER SUPPLY CO.,LTD."
AC199F     ,"SUNGROW POWER SUPPLY CO.,LTD."
1C-AA-07   ,"Cisco Systems, Inc"
1CAA07     ,"Cisco Systems, Inc"
30-8C-FB   ,Dropcam
308CFB     ,Dropcam
CC-F8-41   ,Lumewave
CCF841     ,Lumewave
70-14-04   ,Limited Liability Company
701404,Limited Liability Company
1C-35-F1   ,NEW Lift Neue Elektronische Wege Steuerungsbau GmbH
1C35F1     ,NEW Lift Neue Elektronische Wege Steuerungsbau GmbH
CC-D9-E9   ,SCR Engineers Ltd.
CCD9E9     ,SCR Engineers Ltd.
F0-DB-30   ,Yottabyte
F0DB30     ,Yottabyte
9C-31-B6   ,Kulite Semiconductor Products Inc
9C31B6     ,Kulite Semiconductor Products Inc
5C-6A-7D   ,KENTKART EGE ELEKTRONIK SAN. VE TIC. LTD. STI. 
5C6A7D     ,KENTKART EGE ELEKTRONIK SAN. VE TIC. LTD. STI. 
04-FF-51   ,NOVAMEDIA INNOVISION SP. Z O.O.
04FF51     ,NOVAMEDIA INNOVISION SP. Z O.O.
FC-D4-F2   ,The Coca Cola Company
FCD4F2     ,The Coca Cola Company
C4-71-FE   ,"Cisco Systems, Inc"
C471FE     ,"Cisco Systems, Inc"
12635,D-Link Corporation
340804,D-Link Corporation
B4-4C-C2   ,"NR ELECTRIC CO., LTD"
B44CC2     ,"NR ELECTRIC CO., LTD"
08-4E-BF   ,Broad Net Mux Corporation
084EBF     ,Broad Net Mux Corporation
18-AB-F5   ,Ultra Electronics - Electrics
18ABF5     ,Ultra Electronics - Electrics
48-CB-6E   ,Cello Electronics (UK) Ltd
48CB6E     ,Cello Electronics (UK) Ltd
EC-3B-F0   ,NovelSat
EC3BF0     ,NovelSat
A8-6A-6F   ,RIM
A86A6F     ,RIM
40-22-ED   ,Digital Projection Ltd
4022ED     ,Digital Projection Ltd
0C-A4-02   ,Alcatel Lucent IPD
0CA402     ,Alcatel Lucent IPD
08-17-F4   ,IBM Corp
0817F4     ,IBM Corp
C4-D4-89   ,"JiangSu Joyque Information Industry Co.,Ltd"
C4D489     ,"JiangSu Joyque Information Industry Co.,Ltd"
1C-7C-11   ,EID 
1C7C11     ,EID 
F4-3E-61   ,"Shenzhen Gongjin Electronics Co., Ltd"
F43E61     ,"Shenzhen Gongjin Electronics Co., Ltd"
B0-B3-2B   ,Slican Sp. z o.o.
B0B32B     ,Slican Sp. z o.o.
58-42-E4   ,Baxter International Inc
58420000,Baxter International Inc
8C-A0-48   ,"Beijing NeTopChip Technology Co.,LTD"
8CA048     ,"Beijing NeTopChip Technology Co.,LTD"
80-4F-58   ,"ThinkEco, Inc."
804F58     ,"ThinkEco, Inc."
B0-65-63   ,Shanghai Railway Communication Factory
B06563     ,Shanghai Railway Communication Factory
34-9A-0D   ,ZBD Displays Ltd
349A0D     ,ZBD Displays Ltd
A0-B5-DA   ,"HongKong THTF Co., Ltd"
A0B5DA     ,"HongKong THTF Co., Ltd"
CC-CD-64   ,SM-Electronic GmbH
CCCD64     ,SM-Electronic GmbH
E8-28-77   ,"TMY Co., Ltd."
E82877     ,"TMY Co., Ltd."
AC-81-12   ,"Gemtek Technology Co., Ltd."
AC8112     ,"Gemtek Technology Co., Ltd."
6C-A9-06   ,Telefield Ltd
6CA906     ,Telefield Ltd
3C-02-B1   ,Creation Technologies LP
3C02B1     ,Creation Technologies LP
E4-6C-21   ,messMa GmbH
